Loss,epoch,step
0.29036301374435425,24,49
0.2874619960784912,49,99
0.28608161211013794,74,149
0.28504693508148193,99,199
0.2842590808868408,124,249
0.2852771580219269,149,299
0.2842722535133362,174,349
0.28332340717315674,199,399
0.28321942687034607,224,449
0.28286969661712646,249,499
0.2826416790485382,274,549
0.28251123428344727,299,599
0.28435570001602173,324,649
0.283048152923584,349,699
0.2824196219444275,374,749
0.2822617292404175,399,799
0.28236252069473267,424,849
0.2823704481124878,449,899
0.28230881690979004,474,949
0.282087117433548,499,999
0.28233247995376587,524,1049
0.28252002596855164,549,1099
0.2832850217819214,574,1149
0.2829150855541229,599,1199
0.284027099609375,624,1249
0.28301480412483215,649,1299
0.28319838643074036,674,1349
0.28318798542022705,699,1399
0.2833327054977417,724,1449
0.2833155691623688,749,1499
0.282945454120636,774,1549
0.28270578384399414,799,1599
0.28479278087615967,824,1649
0.2832951545715332,849,1699
0.2846294045448303,874,1749
0.28357744216918945,899,1799
0.28263553977012634,924,1849
0.28327083587646484,949,1899
0.28195738792419434,974,1949
0.28266608715057373,999,1999
