Date,USDBRL,Dias
2004-02-03,2.9205,87
2004-02-04,2.928,88
2004-02-05,2.9305,89
2004-02-06,2.932,90
2004-02-09,2.9255,91
2004-02-10,2.9195,92
2004-02-11,2.9005,93
2004-02-12,2.902,94
2004-02-13,2.9045,95
2004-02-16,2.9125,96
2004-02-17,2.9176,97
2004-02-18,2.9495,98
2004-02-19,2.9645,99
2004-02-20,2.9613,100
2004-02-23,2.9605,101
2004-02-24,2.96,102
2004-02-25,2.9395,103
2004-02-26,2.9215,104
2004-02-27,2.9059,105
2004-03-01,2.8985,106
2004-03-02,2.886,107
2004-03-03,2.8785,108
2004-03-04,2.8891,109
2004-03-05,2.868,110
2004-03-08,2.879,111
2004-03-09,2.8875,112
2004-03-10,2.913,113
2004-03-11,2.9205,114
2004-03-12,2.9025,115
2004-03-15,2.903,116
2004-03-16,2.899,117
2004-03-17,2.9095,118
2004-03-18,2.9045,119
2004-03-19,2.9015,120
2004-03-22,2.907,121
2004-03-23,2.9205,122
2004-03-24,2.933,123
2004-03-25,2.944,124
2004-03-26,2.9395,125
2004-03-29,2.9367,126
2004-03-30,2.9073,127
2004-03-31,2.8953,128
2004-04-01,2.8895,129
2004-04-02,2.894,130
2004-04-05,2.8755,131
2004-04-06,2.8795,132
2004-04-07,2.8775,133
2004-04-08,2.885,134
2004-04-09,2.8855,135
2004-04-12,2.8813,136
2004-04-13,2.892,137
2004-04-14,2.8861,138
2004-04-15,2.9195,139
2004-04-16,2.913,140
2004-04-19,2.907,141
2004-04-20,2.9283,142
2004-04-21,2.928,143
2004-04-22,2.923,144
2004-04-23,2.911,145
2004-04-26,2.9095,146
2004-04-27,2.9175,147
2004-04-28,2.9625,148
2004-04-29,2.963,149
2004-04-30,2.933,150
2004-05-03,2.9755,151
2004-05-04,2.9733,152
2004-05-05,2.9535,153
2004-05-06,2.9963,154
2004-05-07,3.0615,155
2004-05-10,3.141,156
2004-05-11,3.0735,157
2004-05-12,3.142,158
2004-05-13,3.134,159
2004-05-14,3.09,160
2004-05-17,3.1218,161
2004-05-18,3.13,162
2004-05-19,3.1345,163
2004-05-20,3.2118,164
2004-05-21,3.194,165
2004-05-24,3.1743,166
2004-05-25,3.137,167
2004-05-26,3.1815,168
2004-05-27,3.1195,169
2004-05-28,3.089,170
2004-05-31,3.189,171
2004-06-01,3.1455,172
2004-06-02,3.1313,173
2004-06-03,3.158,174
2004-06-04,3.1283,175
2004-06-07,3.111,176
2004-06-08,3.111,177
2004-06-09,3.1248,178
2004-06-10,3.1095,179
2004-06-11,3.142,180
2004-06-14,3.1665,181
2004-06-15,3.1309,182
2004-06-16,3.1314,183
2004-06-17,3.1397,184
2004-06-18,3.1395,185
2004-06-21,3.133,186
2004-06-22,3.133,187
2004-06-23,3.1093,188
2004-06-24,3.0983,189
2004-06-25,3.1103,190
2004-06-28,3.125,191
2004-06-29,3.11,192
2004-06-30,3.085,193
2004-07-01,3.075,194
2004-07-02,3.0385,195
2004-07-05,3.023,196
2004-07-06,3.0535,197
2004-07-07,3.043,198
2004-07-08,3.058,199
2004-07-09,3.041,200
2004-07-12,3.035,201
2004-07-13,3.042,202
2004-07-14,3.0276,203
2004-07-15,3.02,204
2004-07-16,3.0,205
2004-07-19,2.9967,206
2004-07-20,3.0003,207
2004-07-21,3.0283,208
2004-07-22,3.041,209
2004-07-23,3.056,210
2004-07-26,3.075,211
2004-07-27,3.0583,212
2004-07-28,3.0428,213
2004-07-29,3.036,214
2004-07-30,3.0365,215
2004-08-02,3.05,216
2004-08-03,3.0498,217
2004-08-04,3.0609,218
2004-08-05,3.0783,219
2004-08-06,3.0315,220
2004-08-09,3.0415,221
2004-08-10,3.028,222
2004-08-11,3.036,223
2004-08-12,3.0385,224
2004-08-13,3.021,225
2004-08-16,3.004,226
2004-08-17,3.0009,227
2004-08-18,2.98,228
2004-08-19,2.9855,229
2004-08-20,2.966,230
2004-08-23,2.9676,231
2004-08-24,2.9565,232
2004-08-25,2.9547,233
2004-08-26,2.956,234
2004-08-27,2.954,235
2004-08-30,2.9426,236
2004-08-31,2.927,237
2004-09-01,2.9351,238
2004-09-02,2.939,239
2004-09-03,2.927,240
2004-09-06,2.91,241
2004-09-07,2.9,242
2004-09-08,2.9,243
2004-09-09,2.8978,244
2004-09-10,2.9035,245
2004-09-13,2.9095,246
2004-09-14,2.906,247
2004-09-15,2.903,248
2004-09-16,2.885,249
2004-09-17,2.8665,250
2004-09-20,2.8734,251
2004-09-21,2.8649,252
2004-09-22,2.8843,253
2004-09-23,2.8783,254
2004-09-24,2.8705,255
2004-09-27,2.873,256
2004-09-28,2.867,257
2004-09-29,2.8505,258
2004-09-30,2.8608,259
2004-10-01,2.839,260
2004-10-04,2.825,261
2004-10-05,2.829,262
2004-10-06,2.8358,263
2004-10-07,2.85,264
2004-10-08,2.8325,265
2004-10-11,2.819,266
2004-10-12,2.8235,267
2004-10-13,2.8425,268
2004-10-14,2.8686,269
2004-10-15,2.8565,270
2004-10-18,2.863,271
2004-10-19,2.8714,272
2004-10-20,2.8748,273
2004-10-21,2.8553,274
2004-10-22,2.871,275
2004-10-25,2.88,276
2004-10-26,2.8628,277
2004-10-27,2.8615,278
2004-10-28,2.8619,279
2004-10-29,2.857,280
2004-11-01,2.8536,281
2004-11-02,2.8535,282
2004-11-03,2.8285,283
2004-11-04,2.8175,284
2004-11-05,2.8195,285
2004-11-08,2.837,286
2004-11-09,2.8285,287
2004-11-10,2.8252,288
2004-11-11,2.818,289
2004-11-12,2.7905,290
2004-11-15,2.7925,291
2004-11-16,2.787,292
2004-11-17,2.7595,293
2004-11-18,2.7725,294
2004-11-19,2.7835,295
2004-11-22,2.755,296
2004-11-23,2.742,297
2004-11-24,2.7545,298
2004-11-25,2.745,299
2004-11-26,2.737,300
2004-11-29,2.748,301
2004-11-30,2.72,302
2004-12-01,2.71,303
2004-12-02,2.732,304
2004-12-03,2.7085,305
2004-12-06,2.7177,306
2004-12-07,2.756,307
2004-12-08,2.759,308
2004-12-09,2.7791,309
2004-12-10,2.7743,310
2004-12-13,2.757,311
2004-12-14,2.7655,312
2004-12-15,2.7255,313
2004-12-16,2.741,314
2004-12-17,2.712,315
2004-12-20,2.6775,316
2004-12-21,2.6995,317
2004-12-22,2.7055,318
2004-12-23,2.7013,319
2004-12-24,2.691,320
2004-12-27,2.6875,321
2004-12-28,2.6891,322
2004-12-29,2.666,323
2004-12-30,2.6531,324
2004-12-31,2.656,325
2005-01-03,2.6759,326
2005-01-04,2.719,327
2005-01-05,2.714,328
2005-01-06,2.7218,329
2005-01-07,2.712,330
2005-01-10,2.7035,331
2005-01-11,2.7213,332
2005-01-12,2.7065,333
2005-01-13,2.704,334
2005-01-14,2.7015,335
2005-01-17,2.701,336
2005-01-18,2.7195,337
2005-01-19,2.71,338
2005-01-20,2.7165,339
2005-01-21,2.6869,340
2005-01-24,2.6792,341
2005-01-25,2.6815,342
2005-01-26,2.6645,343
2005-01-27,2.67,344
2005-01-28,2.645,345
2005-01-31,2.6088,346
2005-02-01,2.61,347
2005-02-02,2.6025,348
2005-02-03,2.6018,349
2005-02-04,2.613,350
2005-02-07,2.6123,351
2005-02-08,2.6315,352
2005-02-09,2.6025,353
2005-02-10,2.618,354
2005-02-11,2.6045,355
2005-02-14,2.579,356
2005-02-15,2.5855,357
2005-02-16,2.578,358
2005-02-17,2.5665,359
2005-02-18,2.5757,360
2005-02-21,2.5845,361
2005-02-22,2.6005,362
2005-02-23,2.5945,363
2005-02-24,2.6359,364
2005-02-25,2.6183,365
2005-02-28,2.5875,366
2005-03-01,2.6275,367
2005-03-02,2.639,368
2005-03-03,2.681,369
2005-03-04,2.656,370
2005-03-07,2.6823,371
2005-03-08,2.697,372
2005-03-09,2.717,373
2005-03-10,2.713,374
2005-03-11,2.7168,375
2005-03-14,2.7425,376
2005-03-15,2.764,377
2005-03-16,2.7623,378
2005-03-17,2.7208,379
2005-03-18,2.7145,380
2005-03-21,2.725,381
2005-03-22,2.7406,382
2005-03-23,2.7489,383
2005-03-24,2.7395,384
2005-03-25,2.7395,385
2005-03-28,2.7255,386
2005-03-29,2.7,387
2005-03-30,2.6755,388
2005-03-31,2.679,389
2005-04-01,2.6588,390
2005-04-04,2.641,391
2005-04-05,2.6297,392
2005-04-06,2.6015,393
2005-04-07,2.5931,394
2005-04-08,2.585,395
2005-04-11,2.5865,396
2005-04-12,2.5668,397
2005-04-13,2.561,398
2005-04-14,2.5899,399
2005-04-15,2.6148,400
2005-04-18,2.607,401
2005-04-19,2.5695,402
2005-04-20,2.5636,403
2005-04-21,2.55,404
2005-04-22,2.5375,405
2005-04-25,2.5243,406
2005-04-26,2.536,407
2005-04-27,2.5146,408
2005-04-28,2.5425,409
2005-04-29,2.528,410
2005-05-02,2.5105,411
2005-05-03,2.4887,412
2005-05-04,2.4639,413
2005-05-05,2.4625,414
2005-05-06,2.457,415
2005-05-09,2.4505,416
2005-05-10,2.469,417
2005-05-11,2.453,418
2005-05-12,2.4713,419
2005-05-13,2.4735,420
2005-05-16,2.4755,421
2005-05-17,2.4808,422
2005-05-18,2.457,423
2005-05-19,2.4408,424
2005-05-20,2.4417,425
2005-05-23,2.4259,426
2005-05-24,2.4276,427
2005-05-25,2.4088,428
2005-05-26,2.4088,429
2005-05-27,2.385,430
2005-05-30,2.3678,431
2005-05-31,2.4076,432
2005-06-01,2.457,433
2005-06-02,2.416,434
2005-06-03,2.4255,435
2005-06-06,2.4505,436
2005-06-07,2.4565,437
2005-06-08,2.462,438
2005-06-09,2.4961,439
2005-06-10,2.4733,440
2005-06-13,2.444,441
2005-06-14,2.4343,442
2005-06-15,2.4233,443
2005-06-16,2.4051,444
2005-06-17,2.383,445
2005-06-20,2.389,446
2005-06-21,2.371,447
2005-06-22,2.3851,448
2005-06-23,2.4047,449
2005-06-24,2.379,450
2005-06-27,2.3751,451
2005-06-28,2.3696,452
2005-06-29,2.3525,453
2005-06-30,2.3325,454
2005-07-01,2.3565,455
2005-07-04,2.3665,456
2005-07-05,2.3773,457
2005-07-06,2.3939,458
2005-07-07,2.3773,459
2005-07-08,2.3749,460
2005-07-11,2.3405,461
2005-07-12,2.3395,462
2005-07-13,2.3556,463
2005-07-14,2.336,464
2005-07-15,2.3395,465
2005-07-18,2.3352,466
2005-07-19,2.343,467
2005-07-20,2.3394,468
2005-07-21,2.357,469
2005-07-22,2.3963,470
2005-07-25,2.487,471
2005-07-26,2.431,472
2005-07-27,2.4405,473
2005-07-28,2.4081,474
2005-07-29,2.3787,475
2005-08-01,2.3693,476
2005-08-02,2.339,477
2005-08-03,2.3115,478
2005-08-04,2.3038,479
2005-08-05,2.3124,480
2005-08-08,2.3289,481
2005-08-09,2.2875,482
2005-08-10,2.2783,483
2005-08-11,2.3651,484
2005-08-12,2.3732,485
2005-08-15,2.333,486
2005-08-16,2.347,487
2005-08-17,2.3545,488
2005-08-18,2.3976,489
2005-08-19,2.4486,490
2005-08-22,2.3731,491
2005-08-23,2.4005,492
2005-08-24,2.4528,493
2005-08-25,2.4005,494
2005-08-26,2.4025,495
2005-08-29,2.3883,496
2005-08-30,2.383,497
2005-08-31,2.357,498
2005-09-01,2.3561,499
2005-09-02,2.3305,500
2005-09-05,2.3341,501
2005-09-06,2.324,502
2005-09-07,2.3248,503
2005-09-08,2.319,504
2005-09-09,2.309,505
2005-09-12,2.3189,506
2005-09-13,2.333,507
2005-09-14,2.3205,508
2005-09-15,2.3005,509
2005-09-16,2.2988,510
2005-09-19,2.294,511
2005-09-20,2.297,512
2005-09-21,2.275,513
2005-09-22,2.2748,514
2005-09-23,2.2645,515
2005-09-26,2.2486,516
2005-09-27,2.2601,517
2005-09-28,2.2272,518
2005-09-29,2.214,519
2005-09-30,2.2275,520
2005-10-03,2.2365,521
2005-10-04,2.2625,522
2005-10-05,2.2678,523
2005-10-06,2.2905,524
2005-10-07,2.2499,525
2005-10-10,2.2415,526
2005-10-11,2.2335,527
2005-10-12,2.2545,528
2005-10-13,2.2685,529
2005-10-14,2.245,530
2005-10-17,2.236,531
2005-10-18,2.242,532
2005-10-19,2.2383,533
2005-10-20,2.2595,534
2005-10-21,2.265,535
2005-10-24,2.261,536
2005-10-25,2.2635,537
2005-10-26,2.2868,538
2005-10-27,2.2895,539
2005-10-28,2.265,540
2005-10-31,2.2518,541
2005-11-01,2.243,542
2005-11-02,2.2385,543
2005-11-03,2.222,544
2005-11-04,2.212,545
2005-11-07,2.2065,546
2005-11-08,2.1935,547
2005-11-09,2.1755,548
2005-11-10,2.1635,549
2005-11-11,2.1615,550
2005-11-14,2.209,551
2005-11-15,2.2095,552
2005-11-16,2.2015,553
2005-11-17,2.1945,554
2005-11-18,2.226,555
2005-11-21,2.22,556
2005-11-22,2.248,557
2005-11-23,2.239,558
2005-11-24,2.2405,559
2005-11-25,2.234,560
2005-11-28,2.198,561
2005-11-29,2.1873,562
2005-11-30,2.2035,563
2005-12-01,2.2248,564
2005-12-02,2.2088,565
2005-12-05,2.1952,566
2005-12-06,2.1755,567
2005-12-07,2.1945,568
2005-12-08,2.2223,569
2005-12-09,2.252,570
2005-12-12,2.261,571
2005-12-13,2.2615,572
2005-12-14,2.2695,573
2005-12-15,2.3085,574
2005-12-16,2.337,575
2005-12-19,2.38,576
2005-12-20,2.3475,577
2005-12-21,2.308,578
2005-12-22,2.341,579
2005-12-23,2.315,580
2005-12-26,2.341,581
2005-12-27,2.337,582
2005-12-28,2.341,583
2005-12-29,2.3258,584
2005-12-30,2.3355,585
2006-01-02,2.3364,586
2006-01-03,2.3315,587
2006-01-04,2.286,588
2006-01-05,2.2897,589
2006-01-06,2.283,590
2006-01-09,2.2535,591
2006-01-10,2.2618,592
2006-01-11,2.2798,593
2006-01-12,2.2756,594
2006-01-13,2.2725,595
2006-01-16,2.2715,596
2006-01-17,2.3035,597
2006-01-18,2.3165,598
2006-01-19,2.2888,599
2006-01-20,2.2775,600
2006-01-23,2.257,601
2006-01-24,2.241,602
2006-01-25,2.2428,603
2006-01-26,2.229,604
2006-01-27,2.21,605
2006-01-30,2.2125,606
2006-01-31,2.212,607
2006-02-01,2.225,608
2006-02-02,2.2265,609
2006-02-03,2.21,610
2006-02-06,2.1755,611
2006-02-07,2.1905,612
2006-02-08,2.1863,613
2006-02-09,2.17,614
2006-02-10,2.1615,615
2006-02-13,2.1545,616
2006-02-14,2.138,617
2006-02-15,2.136,618
2006-02-16,2.116,619
2006-02-17,2.1175,620
2006-02-20,2.1175,621
2006-02-21,2.166,622
2006-02-22,2.141,623
2006-02-23,2.1335,624
2006-02-24,2.14,625
2006-02-27,2.1405,626
2006-02-28,2.1235,627
2006-03-01,2.1155,628
2006-03-02,2.104,629
2006-03-03,2.11,630
2006-03-06,2.1475,631
2006-03-07,2.142,632
2006-03-08,2.18,633
2006-03-09,2.1618,634
2006-03-10,2.1373,635
2006-03-13,2.134,636
2006-03-14,2.124,637
2006-03-15,2.1157,638
2006-03-16,2.1135,639
2006-03-17,2.124,640
2006-03-20,2.147,641
2006-03-21,2.171,642
2006-03-22,2.1539,643
2006-03-23,2.1615,644
2006-03-24,2.158,645
2006-03-27,2.174,646
2006-03-28,2.241,647
2006-03-29,2.2142,648
2006-03-30,2.187,649
2006-03-31,2.164,650
2006-04-03,2.1407,651
2006-04-04,2.1404,652
2006-04-05,2.1378,653
2006-04-06,2.133,654
2006-04-07,2.149,655
2006-04-10,2.155,656
2006-04-11,2.131,657
2006-04-12,2.1364,658
2006-04-13,2.138,659
2006-04-14,2.138,660
2006-04-17,2.1374,661
2006-04-18,2.1155,662
2006-04-19,2.1147,663
2006-04-20,2.12,664
2006-04-21,2.1215,665
2006-04-24,2.114,666
2006-04-25,2.1305,667
2006-04-26,2.119,668
2006-04-27,2.1015,669
2006-04-28,2.087,670
2006-05-01,2.08,671
2006-05-02,2.0618,672
2006-05-03,2.0761,673
2006-05-04,2.0703,674
2006-05-05,2.0555,675
2006-05-08,2.074,676
2006-05-09,2.059,677
2006-05-10,2.0743,678
2006-05-11,2.0981,679
2006-05-12,2.1445,680
2006-05-15,2.1665,681
2006-05-16,2.136,682
2006-05-17,2.2095,683
2006-05-18,2.1805,684
2006-05-19,2.209,685
2006-05-22,2.298,686
2006-05-23,2.3525,687
2006-05-24,2.3275,688
2006-05-25,2.278,689
2006-05-26,2.2415,690
2006-05-29,2.293,691
2006-05-30,2.3125,692
2006-05-31,2.307,693
2006-06-01,2.2451,694
2006-06-02,2.2766,695
2006-06-05,2.2645,696
2006-06-06,2.242,697
2006-06-07,2.2545,698
2006-06-08,2.2585,699
2006-06-09,2.2592,700
2006-06-12,2.289,701
2006-06-13,2.3096,702
2006-06-14,2.281,703
2006-06-15,2.2635,704
2006-06-16,2.245,705
2006-06-19,2.2603,706
2006-06-20,2.2355,707
2006-06-21,2.2268,708
2006-06-22,2.239,709
2006-06-23,2.2315,710
2006-06-26,2.241,711
2006-06-27,2.2405,712
2006-06-28,2.22,713
2006-06-29,2.1775,714
2006-06-30,2.165,715
2006-07-03,2.1685,716
2006-07-04,2.17,717
2006-07-05,2.208,718
2006-07-06,2.177,719
2006-07-07,2.182,720
2006-07-10,2.1789,721
2006-07-11,2.183,722
2006-07-12,2.2025,723
2006-07-13,2.2244,724
2006-07-14,2.212,725
2006-07-17,2.2016,726
2006-07-18,2.191,727
2006-07-19,2.1765,728
2006-07-20,2.1911,729
2006-07-21,2.1988,730
2006-07-24,2.1896,731
2006-07-25,2.2005,732
2006-07-26,2.195,733
2006-07-27,2.1922,734
2006-07-28,2.1754,735
2006-07-31,2.177,736
2006-08-01,2.191,737
2006-08-02,2.1821,738
2006-08-03,2.176,739
2006-08-04,2.1814,740
2006-08-07,2.1851,741
2006-08-08,2.1714,742
2006-08-09,2.1663,743
2006-08-10,2.1565,744
2006-08-11,2.166,745
2006-08-14,2.1635,746
2006-08-15,2.1434,747
2006-08-16,2.1409,748
2006-08-17,2.1415,749
2006-08-18,2.1469,750
2006-08-21,2.1286,751
2006-08-22,2.1341,752
2006-08-23,2.1515,753
2006-08-24,2.1526,754
2006-08-25,2.156,755
2006-08-28,2.1404,756
2006-08-29,2.1369,757
2006-08-30,2.1365,758
2006-08-31,2.145,759
2006-09-01,2.139,760
2006-09-04,2.123,761
2006-09-05,2.1386,762
2006-09-06,2.15,763
2006-09-07,2.1524,764
2006-09-08,2.158,765
2006-09-11,2.1854,766
2006-09-12,2.1683,767
2006-09-13,2.1602,768
2006-09-14,2.16,769
2006-09-15,2.151,770
2006-09-18,2.1467,771
2006-09-19,2.1591,772
2006-09-20,2.1759,773
2006-09-21,2.212,774
2006-09-22,2.2075,775
2006-09-25,2.2203,776
2006-09-26,2.1871,777
2006-09-27,2.1862,778
2006-09-28,2.17,779
2006-09-29,2.169,780
2006-10-02,2.1565,781
2006-10-03,2.1754,782
2006-10-04,2.1639,783
2006-10-05,2.1635,784
2006-10-06,2.162,785
2006-10-09,2.1552,786
2006-10-10,2.1553,787
2006-10-11,2.159,788
2006-10-12,2.1581,789
2006-10-13,2.1371,790
2006-10-16,2.1294,791
2006-10-17,2.1315,792
2006-10-18,2.1371,793
2006-10-19,2.1409,794
2006-10-20,2.1402,795
2006-10-23,2.1392,796
2006-10-24,2.1502,797
2006-10-25,2.1442,798
2006-10-26,2.1402,799
2006-10-27,2.1336,800
2006-10-30,2.1494,801
2006-10-31,2.1418,802
2006-11-01,2.1443,803
2006-11-03,2.139,804
2006-11-06,2.1372,805
2006-11-07,2.1379,806
2006-11-08,2.1445,807
2006-11-09,2.1415,808
2006-11-10,2.1514,809
2006-11-13,2.1688,810
2006-11-14,2.148,811
2006-11-15,2.147,812
2006-11-16,2.1528,813
2006-11-17,2.1605,814
2006-11-20,2.16,815
2006-11-21,2.1632,816
2006-11-22,2.166,817
2006-11-23,2.1685,818
2006-11-24,2.1691,819
2006-11-27,2.1912,820
2006-11-28,2.1868,821
2006-11-29,2.1686,822
2006-11-30,2.1649,823
2006-12-01,2.1668,824
2006-12-04,2.1637,825
2006-12-05,2.1505,826
2006-12-06,2.1462,827
2006-12-07,2.1432,828
2006-12-08,2.1395,829
2006-12-11,2.1372,830
2006-12-12,2.1517,831
2006-12-13,2.147,832
2006-12-14,2.1476,833
2006-12-15,2.1458,834
2006-12-18,2.1488,835
2006-12-19,2.1612,836
2006-12-20,2.1572,837
2006-12-21,2.1571,838
2006-12-22,2.1478,839
2006-12-26,2.143,840
2006-12-27,2.1432,841
2006-12-28,2.1363,842
2006-12-29,2.1364,843
2007-01-02,2.1311,844
2007-01-03,2.1394,845
2007-01-04,2.1441,846
2007-01-05,2.1523,847
2007-01-08,2.1512,848
2007-01-09,2.149,849
2007-01-10,2.1485,850
2007-01-11,2.1445,851
2007-01-12,2.1414,852
2007-01-15,2.142,853
2007-01-16,2.1401,854
2007-01-17,2.1342,855
2007-01-18,2.1352,856
2007-01-19,2.1304,857
2007-01-22,2.136,858
2007-01-23,2.1323,859
2007-01-24,2.1278,860
2007-01-25,2.133,861
2007-01-26,2.1381,862
2007-01-29,2.1345,863
2007-01-30,2.1311,864
2007-01-31,2.1229,865
2007-02-01,2.1004,866
2007-02-02,2.1043,867
2007-02-05,2.0933,868
2007-02-06,2.0859,869
2007-02-07,2.0925,870
2007-02-08,2.0929,871
2007-02-09,2.108,872
2007-02-12,2.1135,873
2007-02-13,2.1076,874
2007-02-14,2.0915,875
2007-02-15,2.0934,876
2007-02-16,2.092,877
2007-02-20,2.084,878
2007-02-21,2.0765,879
2007-02-22,2.0815,880
2007-02-23,2.0877,881
2007-02-26,2.0825,882
2007-02-27,2.1197,883
2007-02-28,2.1205,884
2007-03-01,2.1188,885
2007-03-02,2.1318,886
2007-03-05,2.134,887
2007-03-06,2.1168,888
2007-03-07,2.1123,889
2007-03-08,2.1065,890
2007-03-09,2.0983,891
2007-03-12,2.0876,892
2007-03-13,2.1035,893
2007-03-14,2.0972,894
2007-03-15,2.0888,895
2007-03-16,2.0922,896
2007-03-19,2.0785,897
2007-03-20,2.0762,898
2007-03-21,2.059,899
2007-03-22,2.0583,900
2007-03-23,2.0612,901
2007-03-26,2.0603,902
2007-03-27,2.062,903
2007-03-28,2.0685,904
2007-03-29,2.0444,905
2007-03-30,2.0594,906
2007-04-02,2.0478,907
2007-04-03,2.0362,908
2007-04-04,2.0332,909
2007-04-05,2.0315,910
2007-04-09,2.0242,911
2007-04-10,2.0273,912
2007-04-11,2.0378,913
2007-04-12,2.0343,914
2007-04-13,2.0215,915
2007-04-16,2.0354,916
2007-04-17,2.0351,917
2007-04-18,2.0327,918
2007-04-19,2.0292,919
2007-04-20,2.026,920
2007-04-23,2.0355,921
2007-04-24,2.0344,922
2007-04-25,2.0206,923
2007-04-26,2.0274,924
2007-04-27,2.0313,925
2007-04-30,2.0345,926
2007-05-02,2.0225,927
2007-05-03,2.027,928
2007-05-04,2.0335,929
2007-05-07,2.0203,930
2007-05-08,2.0221,931
2007-05-09,2.0178,932
2007-05-10,2.0222,933
2007-05-11,2.0183,934
2007-05-14,2.0075,935
2007-05-15,1.9815,936
2007-05-16,1.9527,937
2007-05-17,1.952,938
2007-05-18,1.9607,939
2007-05-21,1.938,940
2007-05-22,1.9432,941
2007-05-23,1.9508,942
2007-05-24,1.9692,943
2007-05-25,1.951,944
2007-05-28,1.9422,945
2007-05-29,1.949,946
2007-05-30,1.94,947
2007-05-31,1.9246,948
2007-06-01,1.9049,949
2007-06-04,1.927,950
2007-06-05,1.9457,951
2007-06-06,1.9514,952
2007-06-07,1.9653,953
2007-06-08,1.9595,954
2007-06-11,1.941,955
2007-06-12,1.946,956
2007-06-13,1.944,957
2007-06-14,1.9256,958
2007-06-15,1.912,959
2007-06-18,1.9048,960
2007-06-19,1.9045,961
2007-06-20,1.9287,962
2007-06-21,1.9159,963
2007-06-22,1.9417,964
2007-06-25,1.9505,965
2007-06-26,1.9535,966
2007-06-27,1.9434,967
2007-06-28,1.9215,968
2007-06-29,1.929,969
2007-07-02,1.915,970
2007-07-03,1.9092,971
2007-07-04,1.91,972
2007-07-05,1.9135,973
2007-07-06,1.902,974
2007-07-09,1.896,975
2007-07-10,1.8918,976
2007-07-11,1.8918,977
2007-07-12,1.8731,978
2007-07-13,1.862,979
2007-07-16,1.87,980
2007-07-17,1.86,981
2007-07-18,1.8595,982
2007-07-19,1.8543,983
2007-07-20,1.8565,984
2007-07-23,1.8417,985
2007-07-24,1.8623,986
2007-07-25,1.866,987
2007-07-26,1.9285,988
2007-07-27,1.8945,989
2007-07-30,1.8759,990
2007-07-31,1.8825,991
2007-08-01,1.882,992
2007-08-02,1.8745,993
2007-08-03,1.8999,994
2007-08-06,1.9063,995
2007-08-07,1.9056,996
2007-08-08,1.884,997
2007-08-09,1.9265,998
2007-08-10,1.9515,999
2007-08-13,1.9422,1000
2007-08-14,1.9853,1001
2007-08-15,2.0295,1002
2007-08-16,2.093,1003
2007-08-17,2.0246,1004
2007-08-20,2.0287,1005
2007-08-21,2.0341,1006
2007-08-22,2.011,1007
2007-08-23,1.9874,1008
2007-08-24,1.9419,1009
2007-08-27,1.9497,1010
2007-08-28,2.0015,1011
2007-08-29,1.9658,1012
2007-08-30,1.975,1013
2007-08-31,1.9619,1014
2007-09-03,1.954,1015
2007-09-04,1.9475,1016
2007-09-05,1.967,1017
2007-09-06,1.945,1018
2007-09-10,1.9455,1019
2007-09-11,1.9237,1020
2007-09-12,1.909,1021
